,,,,,,,,更新_20250502,
2010,12402155-1,124021,奈良県農業協同組合,東吉野経済センター,徳島営業所,0024,奈良県,,
2011,12402156-1,124021,奈良県農業協同組合,新庄中央支店,徳島営業所,0024,奈良県,,
2012,12402164-1,124021,奈良県農業協同組合,宇陀東里経済店舗,徳島営業所,0024,奈良県,,
2013,12402165-1,124021,奈良県農業協同組合,宇陀東里経済センター,徳島営業所,0024,奈良県,,
2014,12402167-1,124021,奈良県農業協同組合,宇陀経済センター,徳島営業所,0024,奈良県,,
2015,12402170-1,124021,奈良県農業協同組合,川東経済センター,徳島営業所,0024,奈良県,,
2016,12402191-1,124021,奈良県農業協同組合,菟田野支店,徳島営業所,0024,奈良県,,
2017,12402192-1,124021,奈良県農業協同組合,大宇陀支店,徳島営業所,0024,奈良県,,
2018,12402193-1,124021,奈良県農業協同組合,内牧出張所,徳島営業所,0024,奈良県,,
2019,12402194-1,124021,奈良県農業協同組合,榛原支店,徳島営業所,0024,奈良県,,
2020,12402197-1,124021,奈良県農業協同組合,桜井経済センター,徳島営業所,0024,奈良県,,
2021,12402198-1,124021,奈良県農業協同組合,新庄経済センター,徳島営業所,0024,奈良県,,
2022,12440043-1,124400,奈良県農業協同組合,椿井営農経済センター,徳島営業所,0024,奈良県,,
2023,12700000-1,127000,ＪＡ全農兵庫,生産資材部肥料農薬課,岡山営業所,0027,兵庫県,,
2024,12700101-1,127001,みのり農業協同組合,グリーンコープ,岡山営業所,0027,兵庫県,,
2025,12700102-1,127001,みのり農業協同組合,多可営農経済センタ－,岡山営業所,0027,兵庫県,,
2026,12700107-1,127001,みのり農業協同組合,滝野営農経済センタ－,岡山営業所,0027,兵庫県,,
2027,12700108-1,127001,みのり農業協同組合,吉川営農経済センター,岡山営業所,0027,兵庫県,,
2028,12700204-1,127002,兵庫南農業協同組合,ふぁーみんＳ．播磨,岡山営業所,0027,兵庫県,,
2029,12700205-1,127002,兵庫南農業協同組合,ふぁーみんＳ．二見,岡山営業所,0027,兵庫県,,
2030,12700206-1,127002,兵庫南農業協同組合,高砂営農経済センター,岡山営業所,0027,兵庫県,,
2031,12700208-1,127002,兵庫南農業協同組合,ふぁーみんＳ．八幡,岡山営業所,0027,兵庫県,,
2032,12700302-1,127003,たじま農業協同組合,出石営農生活センタ－,岡山営業所,0027,兵庫県,,
2033,12700303-1,127003,たじま農業協同組合,香住支店（営農）,岡山営業所,0027,兵庫県,,
2034,12700305-1,127003,たじま農業協同組合,但東支店（営農）,岡山営業所,0027,兵庫県,,
2035,12700306-1,127003,たじま農業協同組合,浜坂営農生活センタ－,岡山営業所,0027,兵庫県,,
2036,12700307-1,127003,たじま農業協同組合,豊岡営農生活センター,岡山営業所,0027,兵庫県,,
2037,12700308-1,127003,たじま農業協同組合,日高営農生活センタ－,岡山営業所,0027,兵庫県,,
2038,12700310-1,127003,たじま農業協同組合,温泉営農生活センター,岡山営業所,0027,兵庫県,,
2039,12700312-1,127003,たじま農業協同組合,村岡営農生活センター,岡山営業所,0027,兵庫県,,
2040,12700313-1,127003,たじま農業協同組合,八鹿営農生活センター,岡山営業所,0027,兵庫県,,
2041,12700314-1,127003,たじま農業協同組合,和田山営農経済センター,岡山営業所,0027,兵庫県,,
2042,12700315-1,127003,たじま農業協同組合,山東支店（営農）,岡山営業所,0027,兵庫県,,
2043,12700316-1,127003,たじま農業協同組合,朝来支店（営農）,岡山営業所,0027,兵庫県,,
2044,12700601-1,127006,丹波ささやま農業協同組合,丹南営農経済支店,岡山営業所,0027,兵庫県,,
2045,12700602-1,127006,丹波ささやま農業協同組合,今田営農経済支店,岡山営業所,0027,兵庫県,,
2046,12700605-1,127006,丹波ささやま農業協同組合,営農購買課,岡山営業所,0027,兵庫県,,
2047,12700606-1,127006,丹波ささやま農業協同組合,西紀大山営農経済,岡山営業所,0027,兵庫県,,
2048,12700607-1,127006,丹波ささやま農業協同組合,篠山営農経済支店,岡山営業所,0027,兵庫県,,
2049,12700608-1,127006,丹波ささやま農業協同組合,多紀営農経済支店,岡山営業所,0027,兵庫県,,
2050,12700609-1,127006,丹波ささやま農業協同組合,城東八上営農経済支店,岡山営業所,0027,兵庫県,,
2051,12700801-1,127008,あいおい農業協同組合,本店,岡山営業所,0027,兵庫県,,
2052,12701001-1,127010,ハリマ農業協同組合,みかた営農経済センター,岡山営業所,0027,兵庫県,,
2053,12701002-1,127010,ハリマ農業協同組合,一宮営業部経済センター,岡山営業所,0027,兵庫県,,
2054,12701003-1,127010,ハリマ農業協同組合,千種営業部経済課,岡山営業所,0027,兵庫県,,
2055,12701004-1,127010,ハリマ農業協同組合,波賀支店,岡山営業所,0027,兵庫県,,
2056,12705001-1,127050,兵庫西農業協同組合,姫路臨海営農センタ－,岡山営業所,0027,兵庫県,,
2057,12705003-1,127050,兵庫西農業協同組合,姫路臨海広畑支店,岡山営業所,0027,兵庫県,,
2058,12705004-1,127050,兵庫西農業協同組合,姫路臨海八幡支店,岡山営業所,0027,兵庫県,,
2059,12705005-1,127050,兵庫西農業協同組合,姫路臨海勝原支店,岡山営業所,0027,兵庫県,,
2060,12705006-1,127050,兵庫西農業協同組合,姫路臨海（大津）,岡山営業所,0027,兵庫県,,
2061,12705008-1,127050,兵庫西農業協同組合,姫路臨海（網干）,岡山営業所,0027,兵庫県,,
2062,12705009-1,127050,兵庫西農業協同組合,姫路臨海（網干南）,岡山営業所,0027,兵庫県,,
2063,12705010-1,127050,兵庫西農業協同組合,姫路臨海旭陽支店,岡山営業所,0027,兵庫県,,
2064,12705011-1,127050,兵庫西農業協同組合,市川営農センタ－,岡山営業所,0027,兵庫県,,
2065,12705012-1,127050,兵庫西農業協同組合,神飾北（大山）,岡山営業所,0027,兵庫県,,
2066,12705013-1,127050,兵庫西農業協同組合,神飾北（越知谷）,岡山営業所,0027,兵庫県,,
2067,12705014-1,127050,兵庫西農業協同組合,神崎営農センタ－,岡山営業所,0027,兵庫県,,
2068,12705016-1,127050,兵庫西農業協同組合,神飾北（長谷）,岡山営業所,0027,兵庫県,,
2069,12705017-1,127050,兵庫西農業協同組合,市川営農センター甘地,岡山営業所,0027,兵庫県,,
2070,12705018-1,127050,兵庫西農業協同組合,市川営農センター瀬加,岡山営業所,0027,兵庫県,,
2071,12705019-1,127050,兵庫西農業協同組合,市川営農センター川辺,岡山営業所,0027,兵庫県,,
2072,12705020-1,127050,兵庫西農業協同組合,市川営農センター鶴居,岡山営業所,0027,兵庫県,,
2073,12705031-1,127050,兵庫西農業協同組合,揖龍北営農センタ－,岡山営業所,0027,兵庫県,,
2074,12705032-1,127050,兵庫西農業協同組合,揖龍北営農センター,岡山営業所,0027,兵庫県,,
2075,12705033-1,127050,兵庫西農業協同組合,揖龍北（香島）,岡山営業所,0027,兵庫県,,
2076,12705034-1,127050,兵庫西農業協同組合,揖龍北（東栗栖）,岡山営業所,0027,兵庫県,,
2077,12705035-1,127050,兵庫西農業協同組合,揖龍北（千本）,岡山営業所,0027,兵庫県,,
2078,12705036-1,127050,兵庫西農業協同組合,揖龍北（西栗栖）,岡山営業所,0027,兵庫県,,
2079,12705037-1,127050,兵庫西農業協同組合,揖龍北（越部）,岡山営業所,0027,兵庫県,,
2080,12705038-1,127050,兵庫西農業協同組合,揖龍北（新宮経済Ｃ）,岡山営業所,0027,兵庫県,,
2081,12705041-1,127050,兵庫西農業協同組合,野菜センター,岡山営業所,0027,兵庫県,,
2082,12705042-1,127050,兵庫西農業協同組合,揖龍南（竜田）,岡山営業所,0027,兵庫県,,
2083,12705043-1,127050,兵庫西農業協同組合,揖龍南（斑鳩）,岡山営業所,0027,兵庫県,,
2084,12705044-1,127050,兵庫西農業協同組合,揖龍南（太田）,岡山営業所,0027,兵庫県,,
2085,12705045-1,127050,兵庫西農業協同組合,揖龍東営農センタ－,岡山営業所,0027,兵庫県,,
2086,12705046-1,127050,兵庫西農業協同組合,揖龍南（揖保川）,岡山営業所,0027,兵庫県,,
2087,12705047-1,127050,兵庫西農業協同組合,揖龍南（半田）,岡山営業所,0027,兵庫県,,
2088,12705048-1,127050,兵庫西農業協同組合,揖龍南（河内）,岡山営業所,0027,兵庫県,,
2089,12705049-1,127050,兵庫西農業協同組合,揖龍南御津支店,岡山営業所,0027,兵庫県,,
2090,12705051-1,127050,兵庫西農業協同組合,夢前営農センター,岡山営業所,0027,兵庫県,,
2091,12705052-1,127050,兵庫西農業協同組合,夢前営農Ｃ・置塩,岡山営業所,0027,兵庫県,,
2092,12705053-1,127050,兵庫西農業協同組合,夢前営農Ｃ・置塩北,岡山営業所,0027,兵庫県,,
2093,12705054-1,127050,兵庫西農業協同組合,夢前営農Ｃ前之庄,岡山営業所,0027,兵庫県,,
2094,12705055-1,127050,兵庫西農業協同組合,夢前営農Ｃ・山之内,岡山営業所,0027,兵庫県,,
2095,12705056-1,127050,兵庫西農業協同組合,夢前営農Ｃ菅野南,岡山営業所,0027,兵庫県,,
2096,12705057-1,127050,兵庫西農業協同組合,神飾西（菅野中）,岡山営業所,0027,兵庫県,,
2097,12705058-1,127050,兵庫西農業協同組合,神飾西（菅野北）,岡山営業所,0027,兵庫県,,
2098,12705061-1,127050,兵庫西農業協同組合,姫路東部営農生活Ｃ,岡山営業所,0027,兵庫県,,
2099,12705062-1,127050,兵庫西農業協同組合,姫路北（山田）,岡山営業所,0027,兵庫県,,
2100,12705063-1,127050,兵庫西農業協同組合,姫路東部営農生活セン,岡山営業所,0027,兵庫県,,
2101,12705064-1,127050,兵庫西農業協同組合,姫路北（水上）,岡山営業所,0027,兵庫県,,
2102,12705065-1,127050,兵庫西農業協同組合,姫路北（船津）,岡山営業所,0027,兵庫県,,
2103,12705071-1,127050,兵庫西農業協同組合,佐用営農生活Ｃ,岡山営業所,0027,兵庫県,,
2104,12705072-1,127050,兵庫西農業協同組合,佐用佐用支店,岡山営業所,0027,兵庫県,,
2105,12705073-1,127050,兵庫西農業協同組合,佐用（平福）,岡山営業所,0027,兵庫県,,
2106,12705074-1,127050,兵庫西農業協同組合,佐用（久崎）,岡山営業所,0027,兵庫県,,
2107,12705075-1,127050,兵庫西農業協同組合,佐用（江川）,岡山営業所,0027,兵庫県,,
2108,12705076-1,127050,兵庫西農業協同組合,佐用営農Ｃ三日月支店,岡山営業所,0027,兵庫県,,
2109,12705077-1,127050,兵庫西農業協同組合,上月営農センタ－,岡山営業所,0027,兵庫県,,
2110,12705078-1,127050,兵庫西農業協同組合,南光Ｅ．Ｃ（三河）,岡山営業所,0027,兵庫県,,
2111,12705079-1,127050,兵庫西農業協同組合,南光営農センタ－,岡山営業所,0027,兵庫県,,
2112,12705081-1,127050,兵庫西農業協同組合,揖龍営農生活Ｃ,岡山営業所,0027,兵庫県,,
2113,12705082-1,127050,兵庫西農業協同組合,揖龍中央（龍野）,岡山営業所,0027,兵庫県,,
2114,12705083-1,127050,兵庫西農業協同組合,揖龍中央（誉田）,岡山営業所,0027,兵庫県,,
2115,12705084-1,127050,兵庫西農業協同組合,揖龍営農生活センター,岡山営業所,0027,兵庫県,,
2116,12705085-1,127050,兵庫西農業協同組合,揖龍（神岡）,岡山営業所,0027,兵庫県,,
2117,12705086-1,127050,兵庫西農業協同組合,揖龍中央（中垣内）,岡山営業所,0027,兵庫県,,
2118,12705087-1,127050,兵庫西農業協同組合,揖龍（揖保）,岡山営業所,0027,兵庫県,,
2119,12705091-1,127050,兵庫西農業協同組合,姫路東営農センター,岡山営業所,0027,兵庫県,,
2120,12705093-1,127050,兵庫西農業協同組合,姫路東（御国野）,岡山営業所,0027,兵庫県,,
2121,12705101-1,127051,兵庫西農業協同組合,赤穂営農センタ－,岡山営業所,0027,兵庫県,,
2122,12705102-1,127051,兵庫西農業協同組合,赤穂（赤穂支店）,岡山営業所,0027,兵庫県,,
2123,12705103-1,127051,兵庫西農業協同組合,赤穂（塩屋）,岡山営業所,0027,兵庫県,,
2124,12705104-1,127051,兵庫西農業協同組合,赤穂（尾崎支店）,岡山営業所,0027,兵庫県,,
2125,12705105-1,127051,兵庫西農業協同組合,赤穂（福浦）,岡山営業所,0027,兵庫県,,
2126,12705106-1,127051,兵庫西農業協同組合,赤穂（坂越）,岡山営業所,0027,兵庫県,,
2127,12705107-1,127051,兵庫西農業協同組合,赤穂営農Ｃ・坂越支店,岡山営業所,0027,兵庫県,,
2128,12705108-1,127051,兵庫西農業協同組合,赤穂（有年）,岡山営業所,0027,兵庫県,,
2129,12705109-1,127051,兵庫西農業協同組合,赤穂（西有年）,岡山営業所,0027,兵庫県,,
2130,12705111-1,127051,兵庫西農業協同組合,姫路飾磨南営農センタ,岡山営業所,0027,兵庫県,,
2131,12705112-1,127051,兵庫西農業協同組合,姫路南（的形）,岡山営業所,0027,兵庫県,,
2132,12705113-1,127051,兵庫西農業協同組合,姫路飾磨南糸引店舗,岡山営業所,0027,兵庫県,,
2133,12705114-1,127051,兵庫西農業協同組合,姫路南（八木）,岡山営業所,0027,兵庫県,,
2134,12705115-1,127051,兵庫西農業協同組合,姫路南（妻鹿）,岡山営業所,0027,兵庫県,,
2135,12705116-1,127051,兵庫西農業協同組合,姫路南（大塩）,岡山営業所,0027,兵庫県,,
2136,12705117-1,127051,兵庫西農業協同組合,姫路南（白浜）,岡山営業所,0027,兵庫県,,
2137,12705121-1,127051,兵庫西農業協同組合,西播磨営農生活Ｃ,岡山営業所,0027,兵庫県,,
2138,12705122-1,127051,兵庫西農業協同組合,西播磨（若狭野）,岡山営業所,0027,兵庫県,,
2139,12705123-1,127051,兵庫西農業協同組合,西播磨（船坂）,岡山営業所,0027,兵庫県,,
2140,12705124-1,127051,兵庫西農業協同組合,西播磨（高田）,岡山営業所,0027,兵庫県,,
2141,12705125-1,127051,兵庫西農業協同組合,西播磨（矢野）,岡山営業所,0027,兵庫県,,
2142,12705126-1,127051,兵庫西農業協同組合,西播磨（赤松）,岡山営業所,0027,兵庫県,,
2143,12705127-1,127051,兵庫西農業協同組合,西播磨（鞍居）,岡山営業所,0027,兵庫県,,
2144,12705128-1,127051,兵庫西農業協同組合,西播磨営農生活センタ,岡山営業所,0027,兵庫県,,
2145,12705130-1,127051,兵庫西農業協同組合,西播磨（緑ケ丘）,岡山営業所,0027,兵庫県,,
2146,12705131-1,127051,兵庫西農業協同組合,姫路飾磨南営農経済Ｃ,岡山営業所,0027,兵庫県,,
2147,12705133-1,127051,兵庫西農業協同組合,姫路飾磨南（英賀保）,岡山営業所,0027,兵庫県,,
2148,12705134-1,127051,兵庫西農業協同組合,姫路飾磨南中島支店,岡山営業所,0027,兵庫県,,
2149,12705135-1,127051,兵庫西農業協同組合,姫路飾磨南（高浜）,岡山営業所,0027,兵庫県,,
2150,12705136-1,127051,兵庫西農業協同組合,姫路飾磨南営農Ｃ,岡山営業所,0027,兵庫県,,
2151,12705137-1,127051,兵庫西農業協同組合,姫路飾磨（津田経済Ｃ,岡山営業所,0027,兵庫県,,
2152,12705138-1,127051,兵庫西農業協同組合,姫路飾磨（細江）,岡山営業所,0027,兵庫県,,
2153,12705141-1,127051,兵庫西農業協同組合,姫路中央営農センター,岡山営業所,0027,兵庫県,,
2154,12705142-1,127051,兵庫西農業協同組合,姫路中央（荒川）,岡山営業所,0027,兵庫県,,
2155,12705143-1,127051,兵庫西農業協同組合,姫路西部姫路中央,岡山営業所,0027,兵庫県,,
2156,12705144-1,127051,兵庫西農業協同組合,姫路中央安室支店,岡山営業所,0027,兵庫県,,
2157,12705145-1,127051,兵庫西農業協同組合,姫路中央（城陽）,岡山営業所,0027,兵庫県,,
2158,12705146-1,127051,兵庫西農業協同組合,姫路中央高岡支店,岡山営業所,0027,兵庫県,,
2159,12705151-1,127051,兵庫西農業協同組合,神飾営農生活センター,岡山営業所,0027,兵庫県,,
2160,12705153-1,127051,兵庫西農業協同組合,香寺営農センタ－,岡山営業所,0027,兵庫県,,
2161,12705154-1,127051,兵庫西農業協同組合,神飾南（香呂南部）,岡山営業所,0027,兵庫県,,
2162,12705155-1,127051,兵庫西農業協同組合,神飾南（中寺）,岡山営業所,0027,兵庫県,,
2163,12705156-1,127051,兵庫西農業協同組合,神飾南（香呂）,岡山営業所,0027,兵庫県,,
2164,12705157-1,127051,兵庫西農業協同組合,福崎東支店,岡山営業所,0027,兵庫県,,
2165,12705158-1,127051,兵庫西農業協同組合,神飾南（八千種）,岡山営業所,0027,兵庫県,,
2166,12705161-1,127051,兵庫西農業協同組合,しそう営農生活Ｃ,岡山営業所,0027,兵庫県,,
2167,12705162-1,127051,兵庫西農業協同組合,しそう（河東）,岡山営業所,0027,兵庫県,,
2168,12705163-1,127051,兵庫西農業協同組合,しそう（城下）,岡山営業所,0027,兵庫県,,
2169,12705164-1,127051,兵庫西農業協同組合,しそう（菅野）,岡山営業所,0027,兵庫県,,
2170,12705165-1,127051,兵庫西農業協同組合,しそう（土万）,岡山営業所,0027,兵庫県,,
2171,12705166-1,127051,兵庫西農業協同組合,しそう（山崎）,岡山営業所,0027,兵庫県,,
2172,12705167-1,127051,兵庫西農業協同組合,しそう（神野）,岡山営業所,0027,兵庫県,,
2173,12705168-1,127051,兵庫西農業協同組合,しそう（蔦沢）,岡山営業所,0027,兵庫県,,
2174,12705169-1,127051,兵庫西農業協同組合,しそう（宇原）,岡山営業所,0027,兵庫県,,
2175,12705170-1,127051,兵庫西農業協同組合,しそう（グリ－ン安富,岡山営業所,0027,兵庫県,,
2176,12705171-1,127051,兵庫西農業協同組合,姫路営農生活センター,岡山営業所,0027,兵庫県,,
2177,12705172-1,127051,兵庫西農業協同組合,姫路西部（伊勢）,岡山営業所,0027,兵庫県,,
2178,12705173-1,127051,兵庫西農業協同組合,姫路西部（林田）,岡山営業所,0027,兵庫県,,
2179,12705174-1,127051,兵庫西農業協同組合,姫路西部（曽左）,岡山営業所,0027,兵庫県,,
2180,12705175-1,127051,兵庫西農業協同組合,姫路西部（峰相）,岡山営業所,0027,兵庫県,,
2181,12705176-1,127051,兵庫西農業協同組合,姫路西部（飾西）,岡山営業所,0027,兵庫県,,
2182,12705177-1,127051,兵庫西農業協同組合,姫路西部（太市）,岡山営業所,0027,兵庫県,,
2183,12705197-1,127051,兵庫西農業協同組合,安富営農センタ－,岡山営業所,0027,兵庫県,,
2184,12705199-1,127051,兵庫西農業協同組合,揖龍物流センタ－,岡山営業所,0027,兵庫県,,
2185,12707001-1,127070,,藤岡機械株式会社,岡山営業所,0027,兵庫県,,
2186,12800200-1,128002,魚津　農業協同組合,本所（経済課）,福島営業所,0028,富山県,,
2187,12800202-1,128002,魚津　農業協同組合,加積支所,福島営業所,0028,富山県,,
2188,12800203-1,128002,魚津　農業協同組合,中島支所,福島営業所,0028,富山県,,
2189,12800204-1,128002,魚津　農業協同組合,上野方支所,福島営業所,0028,富山県,,
2190,12800205-1,128002,魚津　農業協同組合,下野方支所,福島営業所,0028,富山県,,
2191,12800206-1,128002,魚津　農業協同組合,天神支所,福島営業所,0028,富山県,,
2192,12800207-1,128002,魚津　農業協同組合,西布施支所,福島営業所,0028,富山県,,
2193,12800208-1,128002,魚津　農業協同組合,松倉支所,福島営業所,0028,富山県,,
2194,12800211-1,128002,魚津　農業協同組合,道下支店,福島営業所,0028,富山県,,
2195,12800212-1,128002,魚津　農業協同組合,片貝支店,福島営業所,0028,富山県,,
2196,12800213-1,128002,魚津　農業協同組合,経田支店,福島営業所,0028,富山県,,
2197,12800500-1,128005,みな穂農業協同組合,営農センター,福島営業所,0028,富山県,,
2198,12800501-1,128005,みな穂農業協同組合,営農センター,福島営業所,0028,富山県,,
2199,12800700-1,128007,となみ野　農業協同組合,本所,福島営業所,0028,富山県,,
2200,12800900-1,128009,高岡市農業協同組合,中田支店,福島営業所,0028,富山県,,
2201,12800901-1,128009,高岡市農業協同組合,本店　企画管理,福島営業所,0028,富山県,,
2202,12800910-1,128009,高岡市農業協同組合,中田農業振興センター,福島営業所,0028,富山県,,
2203,12801000-1,128010,アルプス　農業協同組合,本店営農経済部,福島営業所,0028,富山県,,
2204,12801003-1,128010,アルプス　農業協同組合,上段支店,福島営業所,0028,富山県,,
2205,12801006-1,128010,アルプス　農業協同組合,大森支店,福島営業所,0028,富山県,,
2206,12801008-1,128010,アルプス　農業協同組合,五百石支店,福島営業所,0028,富山県,,
2207,12801009-1,128010,アルプス　農業協同組合,下段支店,福島営業所,0028,富山県,,
2208,12801010-1,128010,アルプス　農業協同組合,釜ケ渕支店,福島営業所,0028,富山県,,
2209,12801013-1,128010,アルプス　農業協同組合,上市配送センター,福島営業所,0028,富山県,,
2210,12801014-1,128010,アルプス　農業協同組合,大岩支店,福島営業所,0028,富山県,,
2211,12801015-1,128010,アルプス　農業協同組合,宮川支店,福島営業所,0028,富山県,,
2212,12801016-1,128010,アルプス　農業協同組合,白萩支店,福島営業所,0028,富山県,,
2213,12801017-1,128010,アルプス　農業協同組合,南加積支店,福島営業所,0028,富山県,,
2214,12801018-1,128010,アルプス　農業協同組合,相ノ木支店,福島営業所,0028,富山県,,
2215,12801019-1,128010,アルプス　農業協同組合,柿沢支店,福島営業所,0028,富山県,,
2216,12801020-1,128010,アルプス　農業協同組合,上市駅前支店,福島営業所,0028,富山県,,
2217,12801021-1,128010,アルプス　農業協同組合,舟橋支店,福島営業所,0028,富山県,,
2218,12801023-1,128010,アルプス　農業協同組合,山加積支店,福島営業所,0028,富山県,,
2219,12801024-1,128010,アルプス　農業協同組合,中加積支店,福島営業所,0028,富山県,,
2220,12801025-1,128010,アルプス　農業協同組合,西加積支店,福島営業所,0028,富山県,,
2221,12801026-1,128010,アルプス　農業協同組合,浜加積支店,福島営業所,0028,富山県,,
2222,12801027-1,128010,アルプス　農業協同組合,東加積支店,福島営業所,0028,富山県,,
2223,12801028-1,128010,アルプス　農業協同組合,早月加積支店,福島営業所,0028,富山県,,
2224,12801029-1,128010,アルプス　農業協同組合,北加積支店,福島営業所,0028,富山県,,
2225,12801030-1,128010,アルプス　農業協同組合,滑川配送センター,福島営業所,0028,富山県,,
2226,12801032-1,128010,アルプス　農業協同組合,立山配送センタ－,福島営業所,0028,富山県,,
2227,12801033-1,128010,アルプス　農業協同組合,新川支店,福島営業所,0028,富山県,,
2228,12801034-1,128010,アルプス　農業協同組合,弓庄支店,福島営業所,0028,富山県,,
2229,12801036-1,128010,アルプス　農業協同組合,東谷支店,福島営業所,0028,富山県,,
2230,12801037-1,128010,アルプス　農業協同組合,高野支店,福島営業所,0028,富山県,,
2231,12801038-1,128010,アルプス　農業協同組合,利田支店,福島営業所,0028,富山県,,
2232,12801039-1,128010,アルプス　農業協同組合,立山支店,福島営業所,0028,富山県,,
2233,12801300-1,128013,福光　農業協同組合,本所営農センター,福島営業所,0028,富山県,,
2234,12801301-1,128013,福光　農業協同組合,Ａコ－プ天神店,福島営業所,0028,富山県,,
2235,12801302-1,128013,福光　農業協同組合,石黒支所,福島営業所,0028,富山県,,
2236,12801303-1,128013,福光　農業協同組合,北山田支所,福島営業所,0028,富山県,,
2237,12801304-1,128013,福光　農業協同組合,西太美支所,福島営業所,0028,富山県,,
2238,12801305-1,128013,福光　農業協同組合,東太美支所,福島営業所,0028,富山県,,
2239,12801306-1,128013,福光　農業協同組合,広瀬支所,福島営業所,0028,富山県,,
2240,12801307-1,128013,福光　農業協同組合,広瀬舘支所,福島営業所,0028,富山県,,
2241,12801308-1,128013,福光　農業協同組合,太美山支所,福島営業所,0028,富山県,,
2242,12801309-1,128013,福光　農業協同組合,南蟹谷支所,福島営業所,0028,富山県,,
2243,12801310-1,128013,福光　農業協同組合,山田支所,福島営業所,0028,富山県,,
2244,12801311-1,128013,福光　農業協同組合,吉江支所,福島営業所,0028,富山県,,
2245,12801312-1,128013,福光　農業協同組合,福光支所,福島営業所,0028,富山県,,
2246,12801400-1,128014,なんと　農業協同組合,本店生産資材課,福島営業所,0028,富山県,,
2247,12801401-1,128014,なんと　農業協同組合,東部支店,福島営業所,0028,富山県,,
2248,12801402-1,128014,なんと　農業協同組合,東部支店,福島営業所,0028,富山県,,
2249,12801403-1,128014,なんと　農業協同組合,野口支店,福島営業所,0028,富山県,,
2250,12801404-1,128014,なんと　農業協同組合,西部支店,福島営業所,0028,富山県,,
2251,12801405-1,128014,なんと　農業協同組合,東部支店,福島営業所,0028,富山県,,
2252,12801406-1,128014,なんと　農業協同組合,城信支店,福島営業所,0028,富山県,,
2253,12801407-1,128014,なんと　農業協同組合,井口支店,福島営業所,0028,富山県,,
2254,12801700-1,128017,いなば農業協同組合,経済センター資材課,福島営業所,0028,富山県,,
2255,12801701-1,128017,いなば農業協同組合,若林支店,福島営業所,0028,富山県,,
2256,12801702-1,128017,いなば農業協同組合,正得支店,福島営業所,0028,富山県,,
2257,12801703-1,128017,いなば農業協同組合,子撫支店,福島営業所,0028,富山県,,
2258,12801704-1,128017,いなば農業協同組合,大滝支店,福島営業所,0028,富山県,,
2259,12801705-1,128017,いなば農業協同組合,五位山支店,福島営業所,0028,富山県,,
2260,12801706-1,128017,いなば農業協同組合,山王支店,福島営業所,0028,富山県,,
2261,12801707-1,128017,いなば農業協同組合,北蟹谷支店,福島営業所,0028,富山県,,
2262,12801708-1,128017,いなば農業協同組合,西五位支店,福島営業所,0028,富山県,,
2263,12801709-1,128017,いなば農業協同組合,赤丸支店,福島営業所,0028,富山県,,
2264,12801710-1,128017,いなば農業協同組合,埴生支店,福島営業所,0028,富山県,,
2265,12801711-1,128017,いなば農業協同組合,東蟹谷支店,福島営業所,0028,富山県,,
2266,12801712-1,128017,いなば農業協同組合,宮島支店,福島営業所,0028,富山県,,
2267,12801713-1,128017,いなば農業協同組合,津沢支店,福島営業所,0028,富山県,,
2268,12801714-1,128017,いなば農業協同組合,福岡支店,福島営業所,0028,富山県,,
2269,12801715-1,128017,いなば農業協同組合,荒川支店,福島営業所,0028,富山県,,
2270,12801716-1,128017,いなば農業協同組合,水島支店,福島営業所,0028,富山県,,
2271,12801717-1,128017,いなば農業協同組合,南谷支店,福島営業所,0028,富山県,,
2272,12801718-1,128017,いなば農業協同組合,石動支店,福島営業所,0028,富山県,,
2273,12801719-1,128017,いなば農業協同組合,松沢支店,福島営業所,0028,富山県,,
2274,12801720-1,128017,いなば農業協同組合,藪波支店,福島営業所,0028,富山県,,
2275,12801721-1,128017,いなば農業協同組合,福岡支店サブセンタ－,福島営業所,0028,富山県,,
2276,12801722-1,128017,いなば農業協同組合,沢川連絡所,福島営業所,0028,富山県,,
2277,12801724-1,128017,いなば農業協同組合,西部支店,福島営業所,0028,富山県,,
2278,12801725-1,128017,いなば農業協同組合,東部支店,福島営業所,0028,富山県,,
2279,12801726-1,128017,いなば農業協同組合,南部支店,福島営業所,0028,富山県,,
2280,12801727-1,128017,いなば農業協同組合,福岡支店,福島営業所,0028,富山県,,
2281,12801801-1,128018,いみず野　農業協同組合,南郷支店,福島営業所,0028,富山県,,
2282,12801802-1,128018,いみず野　農業協同組合,浅井支店,福島営業所,0028,富山県,,
2283,12801803-1,128018,いみず野　農業協同組合,東部支店,福島営業所,0028,富山県,,
2284,13000200-1,130002,白山　農業協同組合,本店経済部,関東営業所,0030,石川県,,
2285,13000201-1,130002,白山　農業協同組合,手取支店,関東営業所,0030,石川県,,
2286,13000203-1,130002,白山　農業協同組合,大神支店,関東営業所,0030,石川県,,
2287,13000204-1,130002,白山　農業協同組合,蝶屋支店,関東営業所,0030,石川県,,
2288,13000205-1,130002,白山　農業協同組合,白峰支店,関東営業所,0030,石川県,,
2289,13000206-1,130002,白山　農業協同組合,つるぎ支店,関東営業所,0030,石川県,,
2290,13100000-1,131000,全農岡山,全農岡山,岡山営業所,0031,岡山県,,
2291,13100104-1,131001,晴れの国岡山農業協同組合,まきび農産資材の店,岡山営業所,0031,岡山県,,
